,Con1Subject,Con2Subject,Con3Subject,Condition 1,Condition 2,Condition 3,Con1Tweet,Con2Tweet,Con3Tweet,HasProfile,Cond1Acc,Cond2Acc,Cond3Acc,Cond1Eng,Cond2Eng,Cond3Eng,Cond1Fake,Cond2Fake,Cond3Fake,Political View,Trust Tweet,Photoshop
6112c77c4cb58daede378463,288,288,288,1,2,3,3,1,2,No,Somewhat Inaccurate (2),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,External Share,No Engagement,More real than fake (4),More fake than real (2),More fake than real (2),Slightly Liberal,7,"Yes, somewhat experienced"
609ec5e8e5a3da020adefde8,289,289,289,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),External Share,No Engagement,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
57bb6878eb28030001f7ea94,290,290,290,1,2,3,2,3,1,No,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),More real than fake (4),Slightly Liberal,Neutral   5,"Yes, very experienced"
6078ad3330815ed0233c5a5d,291,291,291,1,2,3,1,2,3,No,Very Inaccurate (1),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),Definitely fake (1),Slightly Conservative,6,"No, I've never used it"
5dd2f0818950ba2f90b01bc1,292,292,292,1,2,3,1,3,2,No,Very Inaccurate (1),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),More fake than real (2),Slightly Liberal,7,"Yes, somewhat experienced"
5a1980eb5d06850001b00d84,293,293,293,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,External Share,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
62e03427479d146dd416271a,294,294,294,1,2,3,2,3,1,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely real (5),Definitely real (5),Slightly Conservative,4,"Yes, very experienced"
5c2f7a01c5b00a0001f3e52f,295,295,295,1,2,3,2,3,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Slightly Conservative,7,"Yes, somewhat experienced"
628be3bb8e35fb76476d0fa4,296,296,296,1,2,3,1,3,2,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Accurate (5),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Very Liberal,Neutral   5,"Yes, somewhat experienced"
62d882e6a4564ff6bbeef874,297,297,297,1,2,3,3,2,1,No,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Somewhat Accurate (4),Reply,No Engagement,Like,I'm not sure (3),More fake than real (2),More real than fake (4),Very Conservative,6,"Yes,  but I just started using it"
6013771e88f6992532013e14,298,298,298,1,2,3,1,2,3,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),I'm not sure (3),Slightly Liberal,Neutral   5,"No, I've never used it"
5a4f6c4b5f741700018a79a8,299,299,299,1,2,3,3,2,1,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Accurate (5),Reply,No Engagement,Prefer not to say,More fake than real (2),More real than fake (4),More real than fake (4),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
609471590c51b81087087049,300,300,300,1,2,3,2,1,3,No,Somewhat Inaccurate (2),Very Accurate (5),Somewhat Inaccurate (2),No Engagement,Like,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Slightly Liberal,4,"No, I've never used it"
60f838095603e27ca51820a7,301,301,301,1,2,3,1,3,2,No,Somewhat Inaccurate (2),Very Inaccurate (1),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More real than fake (4),Very Liberal,8,"Yes, somewhat experienced"
5de7f88b762dc2775b2265b8,302,302,302,1,2,3,1,3,2,No,Very Inaccurate (1),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely fake (1),More fake than real (2),Slightly Liberal,7,"Yes, somewhat experienced"
5b5b715192d8320001510a11,303,303,303,1,2,3,3,2,1,No,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Slightly Conservative,Neutral   5,"No, I've never used it"
5e976f67be609822f1146463,304,304,304,1,2,3,1,2,3,No,Very Inaccurate (1),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More real than fake (4),Slightly Liberal,Neutral   5,"No, I've never used it"
610fb9afc435c9e8b5713f67,305,305,305,1,2,3,3,2,1,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),More fake than real (2),Slightly Conservative,3,"Yes,  but I just started using it"
630563e2b646e166a8740bb8,306,306,306,1,2,3,1,2,3,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,Retweet,No Engagement,More fake than real (2),Definitely fake (1),Definitely fake (1),Slightly Liberal,4,"Yes,  but I just started using it"
6121aaee9d29f0c6e3bc8bea,307,307,307,1,2,3,1,3,2,No,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),I'm not sure (3),Slightly Liberal,4,"No, I've never used it"
62f7cdb38b7eeb26308bae5b,308,308,308,1,2,3,1,3,2,No,Somewhat Accurate (4),Very Accurate (5),Very Accurate (5),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More real than fake (4),Very Conservative,Neutral   5,"No, I've never used it"
5daa79d095be5f0017360d60,309,309,309,1,2,3,2,1,3,No,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely real (5),Definitely real (5),More real than fake (4),Slightly Liberal,4,"No, I've never used it"
5b4991de56e0140001acb76b,310,310,310,1,2,3,2,1,3,No,Very Inaccurate (1),Somewhat Accurate (4),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),More fake than real (2),Slightly Liberal,6,"No, I've never used it"
62e05742fafd80b3f0c2e20b,311,311,311,1,2,3,2,3,1,No,Somewhat Accurate (4),Somewhat Accurate (4),Somewhat Accurate (4),Reply,Retweet,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Conservative,8,"No, I've never used it"
5f627ea43a49581b4438a944,312,312,312,1,2,3,1,3,2,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Somewhat Accurate (4),Reply,Like,No Engagement,More fake than real (2),More real than fake (4),More real than fake (4),Slightly Conservative,4,"Yes, somewhat experienced"
62e153b9b4357cf4f7bd969a,313,313,313,1,2,3,3,1,2,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,Prefer not to say,Definitely fake (1),Definitely fake (1),Definitely fake (1),Slightly Liberal,4,"No, I've never used it"
61089a35dbc0aaf020ab264d,314,314,314,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),I'm not sure (3),Slightly Conservative,Neutral   5,"Yes, somewhat experienced"
60124cb4154c54274faac7c0,315,315,315,1,2,3,2,3,1,No,Very Accurate (5),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Like,No Engagement,No Engagement,More real than fake (4),More fake than real (2),More fake than real (2),Very Liberal,7,"No, I've never used it"
5fd1925dd89e4719bc4cb172,316,316,316,1,2,3,1,2,3,No,Somewhat Accurate (4),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,Definitely real (5),More real than fake (4),I'm not sure (3),Slightly Liberal,Neutral   5,Prefer not to say
5ddbd6e518beb6b1e1de0326,317,317,317,1,2,3,1,2,3,No,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Slightly Conservative,Neutral   5,"No, I've never used it"
5a2adf6a8e00a000019864fb,318,318,318,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),I'm not sure (3),Very Liberal,3,"No, I've never used it"
5a8f13595292b80001235e09,319,319,319,1,2,3,3,1,2,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Prefer not to say,3,"Yes, very experienced"
5ed17f22e1dc340c98fd6bc7,320,320,320,1,2,3,3,2,1,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),Definitely real (5),Definitely fake (1),Very Liberal,7,"Yes, somewhat experienced"
5ec7ec01fc75cf27b5dd16ee,321,321,321,1,2,3,2,1,3,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More real than fake (4),Very Liberal,4,"Yes, very experienced"
5fbe0983bb675f29dde28b82,322,322,322,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
61451e21a303bee08cbb86ea,323,323,323,1,2,3,3,1,2,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),Definitely fake (1),Slightly Conservative,Neutral   5,"No, I've never used it"
571dfc5913b1b70009be337f,324,324,324,1,2,3,2,3,1,No,Somewhat Accurate (4),Somewhat Inaccurate (2),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More real than fake (4),Slightly Conservative,3,"No, I've never used it"
62ba3f25a170a1095d95e22d,325,325,325,1,2,3,1,3,2,No,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely real (5),More real than fake (4),More fake than real (2),Slightly Conservative,7,"Yes,  but I just started using it"
60ff1153b0089cb223a4cf44,326,326,326,1,2,3,3,1,2,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),Definitely fake (1),Very Liberal,Neutral   5,"Yes, somewhat experienced"
62a39ebd597a2a4c8c83a70f,327,327,327,1,2,3,1,2,3,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),External Share,No Engagement,No Engagement,Definitely real (5),More fake than real (2),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
5dd3e25ec5faa23c1c65fbb7,328,328,328,1,2,3,2,1,3,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),Definitely fake (1),Prefer not to say,Untrustworthy 1,"Yes, somewhat experienced"
62c2da4e711cf6806c5f89a2,329,329,329,1,2,3,2,3,1,No,Somewhat Accurate (4),Very Inaccurate (1),Somewhat Accurate (4),Prefer not to say,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Conservative,Neutral   5,"Yes, somewhat experienced"
628e59c5569a529119c936b4,330,330,330,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"Yes, very experienced"
56f59251736c79000c2241f7,331,331,331,1,2,3,3,1,2,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,Definitely fake (1),Definitely fake (1),Definitely fake (1),Slightly Conservative,2,"No, I've never used it"
5f1230c4f57b2f06e2465477,332,332,332,1,2,3,1,2,3,No,Somewhat Accurate (4),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
627f448165ed9095fd43cfd1,333,333,333,1,2,3,3,1,2,No,Somewhat Inaccurate (2),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),I'm not sure (3),Slightly Liberal,Neutral   5,"No, I've never used it"
5ea9e78822bb3115676e8296,334,334,334,1,2,3,2,3,1,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),Definitely real (5),Definitely fake (1),Slightly Liberal,7,"Yes, somewhat experienced"
5f31c74722eeb30e81d1ef3e,335,335,335,1,2,3,2,1,3,No,Somewhat Inaccurate (2),Very Accurate (5),Very Inaccurate (1),No Engagement,External Share,Reply,I'm not sure (3),More real than fake (4),More real than fake (4),Slightly Liberal,Neutral   5,"No, I've never used it"
5858c6178604ae000165e66a,336,336,336,1,2,3,1,3,2,No,Very Accurate (5),Somewhat Accurate (4),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),I'm not sure (3),Slightly Liberal,6,"Yes, somewhat experienced"
5f4bbf82fffa8779d1d4b082,337,337,337,1,2,3,1,3,2,No,Somewhat Accurate (4),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),Definitely real (5),Definitely fake (1),Very Conservative,3,"Yes,  but I just started using it"
5ff7c0aca2b5844e7af63fc4,338,338,338,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Very Accurate (5),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Prefer not to say,Untrustworthy 1,"No, I've never used it"
62b4a68f5a0b656aa7a07891,339,339,339,1,2,3,3,1,2,No,Somewhat Accurate (4),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Like,Prefer not to say,Like,More fake than real (2),Definitely real (5),More fake than real (2),Slightly Liberal,4,"Yes, somewhat experienced"
5ef9338e3fa1390009d94b76,340,340,340,1,2,3,1,2,3,No,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,External Share,No Engagement,More real than fake (4),More real than fake (4),Definitely fake (1),Slightly Conservative,3,"Yes, somewhat experienced"
5e742af79064483aedad296c,341,341,341,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely real (5),More real than fake (4),Very Liberal,7,"Yes, somewhat experienced"
62b9ddea12bb2643ff512fea,342,342,342,1,2,3,3,2,1,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),Definitely fake (1),Prefer not to say,Neutral   5,"Yes,  but I just started using it"
60a13e67f4d344608ad4f178,343,343,343,1,2,3,1,2,3,No,Very Inaccurate (1),Very Inaccurate (1),Very Accurate (5),No Engagement,No Engagement,Retweet,Definitely fake (1),Definitely fake (1),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
5bddc463712eb800010d2e4d,344,344,344,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
60ff49adb870d28d817836c3,1,1,1,1,2,3,3,1,2,Yes,Very Inaccurate (1),Somewhat Accurate (4),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),Definitely fake (1),Very Liberal,6,"No, I've never used it"
62ff729e45762cc3ac6090f9,2,2,2,1,2,3,2,1,3,Yes,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,Definitely real (5),Definitely real (5),Definitely fake (1),Slightly Conservative,2,"Yes, somewhat experienced"
6083a15be9a52b1775208372,3,3,3,1,2,3,3,2,1,Yes,Very Inaccurate (1),Very Accurate (5),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Liberal,4,"Yes,  but I just started using it"
630a2fd6e76ccbe74374656d,4,4,4,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,Reply,More fake than real (2),More fake than real (2),More real than fake (4),Prefer not to say,Neutral   5,"Yes, somewhat experienced"
5ea3c3f4c8a6d41d78e8f96c,5,5,5,1,2,3,1,3,2,Yes,Very Accurate (5),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely real (5),Definitely real (5),More real than fake (4),Prefer not to say,Neutral   5,"Yes,  but I just started using it"
5fc24a91ff661a07d0fd22be,6,6,6,1,2,3,3,2,1,Yes,Very Inaccurate (1),Somewhat Accurate (4),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,Definitely fake (1),More real than fake (4),More real than fake (4),Slightly Liberal,7,"Yes,  but I just started using it"
627426f35bbef15c65add1cd,7,7,7,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),Definitely fake (1),Slightly Conservative,Neutral   5,"No, I've never used it"
