Subject,Condition,TweetID,TweetAccuracy,TweetEngage,TEndTime,TPageTime,TPAccuracy,TPEngage,TPEndTime,TPPageTime,FakeRate,FEndTime,FPageTime,Covid_Freq,Political_View,Twitter_Exp,Tweet_Freq,Trust_Tweet,Covid_Vacc,Photoshop,Age,Gender,Education
132,2,3,Very Inaccurate (1),No Engagement,4.584,6.877,Very Inaccurate (1),No Engagement,4.641,6.503,More real than fake (4),0,1.132,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",Once a month,6,"Yes, fully vaccinated","Yes, but I just started using it",18-29,Female,Bachelor degree
132,3,1,Very Accurate (5),Like,4.696,5.75,Somewhat Inaccurate (2),No Engagement,2.208,3.366,Definitely fake (1),0,1.59,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",Once a month,6,"Yes, fully vaccinated","Yes, but I just started using it",18-29,Female,Bachelor degree
133,1,3,Very Inaccurate (1),No Engagement,15.127,15.887,Very Inaccurate (1),No Engagement,17.394,18.314,I'm not sure (3),4.408,5.027,More than once a week,Slightly Liberal,"Yes, but I just joined",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Female,Graduate degree
133,2,2,Neither Accurate nor Inaccurate (3),No Engagement,13.462,14.225,Neither Accurate nor Inaccurate (3),No Engagement,13.055,13.903,I'm not sure (3),3.745,4.373,More than once a week,Slightly Liberal,"Yes, but I just joined",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Female,Graduate degree
133,3,1,Very Inaccurate (1),No Engagement,8.694,9.382,Very Inaccurate (1),No Engagement,5.859,7.168,I'm not sure (3),0.898,1.976,More than once a week,Slightly Liberal,"Yes, but I just joined",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Female,Graduate degree
134,1,2,Neither Accurate nor Inaccurate (3),No Engagement,13.252,13.607,Somewhat Accurate (4),No Engagement,32.731,33.13,I'm not sure (3),5.609,6.296,More than once a week,Slightly Liberal,Prefer not to say,I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",40-49,Male,Less than high school degree
134,2,1,Neither Accurate nor Inaccurate (3),No Engagement,27.527,28.701,Somewhat Accurate (4),No Engagement,21.982,22.428,I'm not sure (3),17.768,18.559,More than once a week,Slightly Liberal,Prefer not to say,I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",40-49,Male,Less than high school degree
134,3,3,Very Inaccurate (1),No Engagement,8.363,8.875,Very Inaccurate (1),No Engagement,18,18.647,More fake than real (2),5.893,6.716,More than once a week,Slightly Liberal,Prefer not to say,I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",40-49,Male,Less than high school degree
135,1,2,Neither Accurate nor Inaccurate (3),No Engagement,3.379,3.759,Neither Accurate nor Inaccurate (3),No Engagement,3.132,3.898,More fake than real (2),1.679,2.713,Once or twice a week,Very Liberal,"Yes, somewhat experienced",Once or twice a week,7,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
135,2,3,Very Inaccurate (1),No Engagement,9.867,10.98,Very Inaccurate (1),Reply,3.754,5.107,More real than fake (4),0,0.888,Once or twice a week,Very Liberal,"Yes, somewhat experienced",Once or twice a week,7,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
135,3,1,Somewhat Accurate (4),No Engagement,14.201,15.219,Somewhat Accurate (4),No Engagement,3.587,4.75,More fake than real (2),1.28,2.108,Once or twice a week,Very Liberal,"Yes, somewhat experienced",Once or twice a week,7,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
136,1,1,Somewhat Accurate (4),Like,3.17,3.883,Somewhat Accurate (4),Like,3.059,3.905,More fake than real (2),0,8.967,Once a week,Slightly Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, I have at least one round of the series","Yes, very experienced",30-39,Male,"High school degree or equivalent (e.g., GED)"
136,2,2,Somewhat Accurate (4),Like,6.296,8.007,Neither Accurate nor Inaccurate (3),No Engagement,27.42,28.172,More fake than real (2),0,1.227,Once a week,Slightly Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, I have at least one round of the series","Yes, very experienced",30-39,Male,"High school degree or equivalent (e.g., GED)"
136,3,3,Neither Accurate nor Inaccurate (3),No Engagement,2.675,3.377,Somewhat Inaccurate (2),No Engagement,3.43,4.789,More fake than real (2),3.737,5.59,Once a week,Slightly Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, I have at least one round of the series","Yes, very experienced",30-39,Male,"High school degree or equivalent (e.g., GED)"
137,1,1,Neither Accurate nor Inaccurate (3),No Engagement,1.074,1.869,Neither Accurate nor Inaccurate (3),No Engagement,1.266,2.07,More fake than real (2),0,0.672,Once a week,Slightly Liberal,"Yes, very experienced",More than once a week,3,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
137,2,3,Neither Accurate nor Inaccurate (3),No Engagement,7.502,8.15,Neither Accurate nor Inaccurate (3),No Engagement,3.5,4.217,More real than fake (4),0,0.533,Once a week,Slightly Liberal,"Yes, very experienced",More than once a week,3,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
137,3,2,Somewhat Accurate (4),No Engagement,2.844,3.77,Somewhat Inaccurate (2),No Engagement,1.886,2.588,More fake than real (2),0,0.688,Once a week,Slightly Liberal,"Yes, very experienced",More than once a week,3,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
138,1,1,Neither Accurate nor Inaccurate (3),No Engagement,4.067,5.233,Neither Accurate nor Inaccurate (3),No Engagement,1.917,3.581,More fake than real (2),0,0.946,More than once a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,4,"No, I am not vaccinated","Yes, somewhat experienced",40-49,Female,Bachelor degree
138,2,2,Neither Accurate nor Inaccurate (3),No Engagement,4.964,6.631,Somewhat Inaccurate (2),No Engagement,2.616,3.989,I'm not sure (3),0,0.74,More than once a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,4,"No, I am not vaccinated","Yes, somewhat experienced",40-49,Female,Bachelor degree
138,3,3,Neither Accurate nor Inaccurate (3),No Engagement,3.23,3.948,Neither Accurate nor Inaccurate (3),No Engagement,8.755,9.538,I'm not sure (3),0,0.769,More than once a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,4,"No, I am not vaccinated","Yes, somewhat experienced",40-49,Female,Bachelor degree
139,1,2,Neither Accurate nor Inaccurate (3),No Engagement,11.631,13.475,Very Inaccurate (1),No Engagement,27.801,29.155,More fake than real (2),4.204,5.333,Once a week,Slightly Liberal,"Yes, somewhat experienced",Once a week,6,"Yes, fully vaccinated","No, I've never used it",50 or above,Female,Bachelor degree
139,2,3,Neither Accurate nor Inaccurate (3),No Engagement,30.515,32.181,Neither Accurate nor Inaccurate (3),No Engagement,16.71,18.515,More fake than real (2),31.994,33.643,Once a week,Slightly Liberal,"Yes, somewhat experienced",Once a week,6,"Yes, fully vaccinated","No, I've never used it",50 or above,Female,Bachelor degree
139,3,1,Very Inaccurate (1),No Engagement,13.911,16.95,Very Inaccurate (1),No Engagement,11.488,13.042,More real than fake (4),16.028,17.307,Once a week,Slightly Liberal,"Yes, somewhat experienced",Once a week,6,"Yes, fully vaccinated","No, I've never used it",50 or above,Female,Bachelor degree
140,1,3,Very Inaccurate (1),No Engagement,2.861,4.183,Somewhat Inaccurate (2),No Engagement,5.084,7.327,I'm not sure (3),3.363,4.872,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Associate degree
140,2,1,Somewhat Accurate (4),No Engagement,1.748,2.794,Somewhat Accurate (4),Like,1.534,3.122,Definitely real (5),0,0.835,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Associate degree
140,3,2,Very Inaccurate (1),No Engagement,6.571,8.697,Very Inaccurate (1),No Engagement,2.523,3.503,More fake than real (2),0,1.224,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Associate degree
141,1,1,Very Accurate (5),External Share,30.228,30.716,Somewhat Accurate (4),External Share,33.882,34.685,Definitely real (5),8.442,9.18,More than once a week,Slightly Conservative,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","Yes, very experienced",40-49,Female,Some college but no degree
141,2,2,Somewhat Inaccurate (2),No Engagement,30.977,31.726,Neither Accurate nor Inaccurate (3),No Engagement,19.881,20.384,I'm not sure (3),14.455,15.556,More than once a week,Slightly Conservative,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","Yes, very experienced",40-49,Female,Some college but no degree
141,3,3,Neither Accurate nor Inaccurate (3),No Engagement,22.516,23.515,Somewhat Inaccurate (2),No Engagement,46.715,47.497,More fake than real (2),12.813,13.566,More than once a week,Slightly Conservative,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","Yes, very experienced",40-49,Female,Some college but no degree
142,1,3,Very Inaccurate (1),No Engagement,3.038,5.033,Very Inaccurate (1),No Engagement,2.724,4.036,I'm not sure (3),0,1.3,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Some college but no degree
142,2,2,Neither Accurate nor Inaccurate (3),No Engagement,1.8,3.661,Neither Accurate nor Inaccurate (3),No Engagement,4.072,5.517,I'm not sure (3),0,1.569,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Some college but no degree
142,3,1,Somewhat Accurate (4),No Engagement,6.31,8.354,Somewhat Accurate (4),No Engagement,3.06,4.36,I'm not sure (3),0,0.962,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Some college but no degree
143,1,1,Very Inaccurate (1),No Engagement,15.581,16.683,Neither Accurate nor Inaccurate (3),No Engagement,9.971,10.535,More fake than real (2),3.067,3.696,A few times,Very Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Graduate degree
143,2,3,Very Inaccurate (1),No Engagement,3.031,3.85,Very Inaccurate (1),No Engagement,3.186,3.745,Definitely fake (1),2.141,2.902,A few times,Very Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Graduate degree
143,3,2,Very Inaccurate (1),No Engagement,3.842,4.442,Very Inaccurate (1),No Engagement,4.768,5.347,Definitely fake (1),2.583,3.29,A few times,Very Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Graduate degree
144,1,3,Very Inaccurate (1),No Engagement,7.382,8.14,Very Inaccurate (1),No Engagement,11.332,11.994,More fake than real (2),9.777,10.963,I did not read or listen to news concerning COVID-19 in the past 12 months,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,Prefer not to say,"Yes, very experienced",30-39,Female,Some college but no degree
144,2,2,Neither Accurate nor Inaccurate (3),No Engagement,17.749,18.418,Neither Accurate nor Inaccurate (3),No Engagement,8.674,9.596,More fake than real (2),6.619,7.558,I did not read or listen to news concerning COVID-19 in the past 12 months,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,Prefer not to say,"Yes, very experienced",30-39,Female,Some college but no degree
144,3,1,Very Inaccurate (1),No Engagement,19.157,20.222,Very Inaccurate (1),No Engagement,19.926,20.654,More fake than real (2),3.479,4.273,I did not read or listen to news concerning COVID-19 in the past 12 months,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,Prefer not to say,"Yes, very experienced",30-39,Female,Some college but no degree
145,1,2,Somewhat Accurate (4),Like,23.038,24.044,Somewhat Accurate (4),Like,20.672,21.324,Definitely real (5),7.461,8.328,Once a month,Very Liberal,"Yes, very experienced",Once a week,3,"Yes, fully vaccinated","Yes, very experienced",40-49,Female,Bachelor degree
145,2,3,Very Inaccurate (1),No Engagement,3.91,5.083,Very Inaccurate (1),No Engagement,3.552,5.308,More real than fake (4),3.45,4.202,Once a month,Very Liberal,"Yes, very experienced",Once a week,3,"Yes, fully vaccinated","Yes, very experienced",40-49,Female,Bachelor degree
145,3,1,Very Inaccurate (1),No Engagement,6.752,7.438,Very Inaccurate (1),No Engagement,6.978,7.976,More fake than real (2),4.027,4.933,Once a month,Very Liberal,"Yes, very experienced",Once a week,3,"Yes, fully vaccinated","Yes, very experienced",40-49,Female,Bachelor degree
146,1,3,Very Inaccurate (1),No Engagement,1.078,2.474,Very Inaccurate (1),No Engagement,1.799,3.035,More fake than real (2),0,1.013,A few times,Very Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Some college but no degree
146,2,2,Somewhat Inaccurate (2),No Engagement,3.629,4.843,Very Inaccurate (1),No Engagement,8.22,9.593,Definitely fake (1),1.649,2.579,A few times,Very Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Some college but no degree
146,3,1,Neither Accurate nor Inaccurate (3),No Engagement,2.734,5.749,Very Inaccurate (1),No Engagement,1.764,4.783,Definitely fake (1),0,0.983,A few times,Very Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Some college but no degree
147,1,2,Somewhat Accurate (4),No Engagement,15.702,16.3,Somewhat Accurate (4),No Engagement,3.593,4.252,More real than fake (4),1.773,2.425,More than once a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Graduate degree
147,2,1,Somewhat Accurate (4),No Engagement,10.313,10.931,Somewhat Accurate (4),No Engagement,0.568,1.318,I'm not sure (3),8.719,9.493,More than once a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Graduate degree
147,3,3,Very Inaccurate (1),No Engagement,10.539,11.095,Very Inaccurate (1),No Engagement,11.267,12.016,Definitely fake (1),3.429,4.277,More than once a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Graduate degree
148,1,3,Neither Accurate nor Inaccurate (3),No Engagement,4.558,6.512,Somewhat Accurate (4),Like,3.088,4.801,More real than fake (4),0,3.166,Once a week,Very Conservative,"Yes, somewhat experienced",Once a week,3,Prefer not to say,"Yes, somewhat experienced",30-39,Male,Graduate degree
