Accuracy,Engagement,HasProfile,TweetID,Condition,SubjectID,Political View,Trust Tweet,Photoshop,Timing,FPTiming
Very Inaccurate (1),No Engagement,Yes,3,1,331,Slightly Conservative,2,"No, I've never used it",1.015,0
Somewhat Accurate (4),No Engagement,Yes,1,1,332,Slightly Liberal,Neutral   5,"No, I've never used it",2.627,0
Somewhat Inaccurate (2),No Engagement,Yes,3,1,333,Slightly Liberal,Neutral   5,"No, I've never used it",4.754,0
Very Inaccurate (1),No Engagement,Yes,2,1,334,Slightly Liberal,7,"Yes, somewhat experienced",37.983,17.8
Somewhat Inaccurate (2),No Engagement,Yes,2,1,335,Slightly Liberal,Neutral   5,"No, I've never used it",4.28,0
Very Accurate (5),No Engagement,Yes,1,1,336,Slightly Liberal,6,"Yes, somewhat experienced",2.405,13.848
Somewhat Accurate (4),No Engagement,Yes,1,1,337,Very Conservative,3,"Yes,  but I just started using it",2.913,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,338,Prefer not to say,Untrustworthy 1,"No, I've never used it",4.624,0
Very Accurate (5),External Share,Yes,3,1,339,Slightly Liberal,4,"Yes, somewhat experienced",20.602,12.599
Somewhat Inaccurate (2),No Engagement,Yes,1,1,340,Slightly Conservative,3,"Yes, somewhat experienced",25.603,2.544
Somewhat Accurate (4),No Engagement,Yes,3,1,341,Very Liberal,7,"Yes, somewhat experienced",7.472,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,342,Prefer not to say,Neutral   5,"Yes,  but I just started using it",63.351,34.123
Very Inaccurate (1),No Engagement,Yes,1,1,343,Slightly Liberal,Neutral   5,"No, I've never used it",2.025,0
Very Inaccurate (1),No Engagement,Yes,3,1,344,Slightly Liberal,Neutral   5,"No, I've never used it",11.549,0
Somewhat Accurate (4),No Engagement,No,1,2,1,Very Liberal,6,"No, I've never used it",1.701,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,2,Slightly Conservative,2,"Yes, somewhat experienced",4.852,0
Very Accurate (5),No Engagement,No,2,2,3,Slightly Liberal,4,"Yes,  but I just started using it",7.233,0
Neither Accurate nor Inaccurate (3),Like,No,1,2,4,Prefer not to say,Neutral   5,"Yes, somewhat experienced",47.551,3.051
Very Inaccurate (1),No Engagement,No,3,2,5,Prefer not to say,Neutral   5,"Yes,  but I just started using it",12.41,4.072
Somewhat Accurate (4),No Engagement,No,2,2,6,Slightly Liberal,7,"Yes,  but I just started using it",14.232,8.667
Somewhat Accurate (4),No Engagement,No,1,2,7,Slightly Conservative,Neutral   5,"No, I've never used it",7.233,1.885
Somewhat Inaccurate (2),No Engagement,No,2,2,8,Very Conservative,4,"No, I've never used it",4.169,0
Somewhat Accurate (4),No Engagement,No,1,2,9,Very Liberal,3,"Yes, somewhat experienced",7.336,0.72
Somewhat Accurate (4),No Engagement,No,2,2,10,Prefer not to say,2,"Yes, very experienced",24.312,16.218
Somewhat Accurate (4),No Engagement,No,1,2,11,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",5.132,0
Somewhat Inaccurate (2),No Engagement,No,2,2,12,Very Liberal,9,"Yes, somewhat experienced",7.644,2.932
Somewhat Inaccurate (2),No Engagement,No,3,2,13,Slightly Liberal,6,"Yes, somewhat experienced",16.367,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,2,14,Very Liberal,6,"No, I've never used it",68.686,17.956
Very Inaccurate (1),No Engagement,No,1,2,15,Slightly Liberal,4,"Yes,  but I just started using it",5.712,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,16,Slightly Liberal,Untrustworthy 1,"Yes, very experienced",6.736,0
Somewhat Accurate (4),No Engagement,No,3,2,17,Slightly Liberal,Neutral   5,"No, I've never used it",2.176,0
Very Inaccurate (1),No Engagement,No,3,2,18,Very Liberal,7,"Yes, somewhat experienced",11.57,6.331
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,19,Very Liberal,Untrustworthy 1,"Yes, somewhat experienced",26.929,28.333
Somewhat Inaccurate (2),No Engagement,No,1,2,20,Very Conservative,Neutral   5,"Yes, very experienced",6.365,0.568
Very Inaccurate (1),No Engagement,No,3,2,21,Very Liberal,3,"Yes, somewhat experienced",6.778,4.873
Very Inaccurate (1),No Engagement,No,3,2,22,Very Liberal,Neutral   5,"No, I've never used it",9.421,0
Very Inaccurate (1),No Engagement,No,2,2,23,Very Liberal,Neutral   5,"No, I've never used it",12.994,2.136
Somewhat Accurate (4),No Engagement,No,1,2,24,Slightly Liberal,6,"No, I've never used it",2.533,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,25,Slightly Liberal,Untrustworthy 1,"Yes,  but I just started using it",5.584,9.031
Somewhat Accurate (4),Like,No,1,2,26,Slightly Conservative,4,"Yes, somewhat experienced",3.154,0
Somewhat Accurate (4),Like,No,2,2,27,Slightly Conservative,Neutral   5,"No, I've never used it",25.798,0
Very Inaccurate (1),No Engagement,No,2,2,28,Prefer not to say,Neutral   5,"Yes, somewhat experienced",8.384,1.248
Very Inaccurate (1),No Engagement,No,3,2,29,Slightly Conservative,6,"Yes,  but I just started using it",17.593,4.309
Somewhat Accurate (4),No Engagement,No,1,2,30,Very Liberal,Neutral   5,"Yes, somewhat experienced",7.098,5.564
Very Inaccurate (1),No Engagement,No,1,2,31,Very Liberal,6,"No, I've never used it",1.316,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,32,Very Liberal,Neutral   5,"No, I've never used it",1.368,0
Somewhat Inaccurate (2),No Engagement,No,1,2,33,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",13.043,26.041
Very Accurate (5),No Engagement,No,1,2,34,Slightly Conservative,Neutral   5,"No, I've never used it",4.28,0
Very Inaccurate (1),Prefer not to say,No,3,2,35,Slightly Liberal,4,"Yes, somewhat experienced",3.734,2.213
Very Inaccurate (1),Reply,No,1,2,36,Slightly Liberal,6,"Yes, somewhat experienced",41.575,11.785
Very Inaccurate (1),No Engagement,No,3,2,37,Slightly Liberal,3,"No, I've never used it",33.035,2.879
Somewhat Accurate (4),Like,No,2,2,38,Very Conservative,7,"Yes, very experienced",6.635,0
Somewhat Inaccurate (2),No Engagement,No,2,2,39,Very Conservative,Neutral   5,"No, I've never used it",13.597,6.579
Very Inaccurate (1),No Engagement,No,2,2,40,Slightly Liberal,7,"Yes, somewhat experienced",28.397,1.355
Very Inaccurate (1),No Engagement,No,3,2,41,Slightly Liberal,Neutral   5,"No, I've never used it",8.276,2.059
Somewhat Accurate (4),No Engagement,No,1,2,42,Very Liberal,8,"No, I've never used it",8.078,0
Very Inaccurate (1),No Engagement,No,3,2,43,Slightly Conservative,3,"Yes, very experienced",5.048,0
Very Inaccurate (1),No Engagement,No,1,2,44,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",1.712,0
Very Inaccurate (1),No Engagement,No,3,2,45,Very Liberal,7,"Yes, somewhat experienced",2.77,1.125
Somewhat Accurate (4),No Engagement,No,1,2,46,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",3.253,0
Somewhat Inaccurate (2),No Engagement,No,2,2,47,Slightly Liberal,Untrustworthy 1,"No, I've never used it",25.138,4.835
Somewhat Accurate (4),Like,No,3,2,48,Very Liberal,9,"No, I've never used it",103.179,0
Somewhat Accurate (4),No Engagement,No,2,2,49,Slightly Liberal,7,"Yes, very experienced",3.576,0.023
Very Inaccurate (1),Reply,No,2,2,50,Very Liberal,7,"Yes, somewhat experienced",23.857,2.659
Very Inaccurate (1),No Engagement,No,2,2,51,Slightly Liberal,Neutral   5,"No, I've never used it",4.2,0
Very Inaccurate (1),No Engagement,No,3,2,52,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",5.876,3.493
Very Inaccurate (1),No Engagement,No,3,2,53,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",6.51,0.615
Somewhat Inaccurate (2),No Engagement,No,2,2,54,Very Conservative,Neutral   5,"No, I've never used it",2.68,0
Somewhat Accurate (4),No Engagement,No,1,2,55,Slightly Conservative,Neutral   5,"No, I've never used it",18.638,5.348
Very Inaccurate (1),No Engagement,No,3,2,56,Slightly Liberal,8,"Yes,  but I just started using it",32.101,6.833
Very Inaccurate (1),No Engagement,No,2,2,57,Slightly Liberal,3,"Yes, somewhat experienced",7.275,1.8
Somewhat Inaccurate (2),No Engagement,No,2,2,58,Prefer not to say,4,"No, I've never used it",10.211,1.749
Very Inaccurate (1),Reply,No,3,2,59,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",9.435,0
Very Inaccurate (1),No Engagement,No,1,2,60,Slightly Liberal,4,"No, I've never used it",10.521,0
Very Inaccurate (1),No Engagement,No,2,2,61,Very Liberal,2,"No, I've never used it",5.344,0
Very Accurate (5),No Engagement,No,1,2,62,Slightly Conservative,2,"No, I've never used it",3.634,0
Somewhat Accurate (4),No Engagement,No,3,2,63,Very Liberal,7,"Yes, somewhat experienced",4.33,0
Somewhat Inaccurate (2),No Engagement,No,3,2,64,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",5.223,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,65,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",5.652,0
Somewhat Accurate (4),External Share,No,2,2,66,Slightly Conservative,6,"Yes, somewhat experienced",7.232,0
Very Inaccurate (1),No Engagement,No,3,2,67,Slightly Liberal,2,"No, I've never used it",2.314,0
Very Inaccurate (1),No Engagement,No,3,2,68,Very Liberal,4,"Yes,  but I just started using it",2.168,0.664
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,69,Slightly Liberal,9,"Yes, somewhat experienced",7.473,23.344
Somewhat Inaccurate (2),No Engagement,No,1,2,70,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",8.264,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,71,Slightly Liberal,3,"Yes, somewhat experienced",20.725,13.577
Very Accurate (5),Retweet,No,1,2,72,Prefer not to say,Neutral   5,Prefer not to say,2.356,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,73,Slightly Conservative,6,"No, I've never used it",13.259,17.708
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,74,Slightly Liberal,3,"Yes, somewhat experienced",2.554,0
Very Accurate (5),No Engagement,No,3,2,75,Slightly Liberal,Trustworthy 10,"Yes,  but I just started using it",11.476,4.647
Somewhat Inaccurate (2),No Engagement,No,2,2,76,Slightly Liberal,Neutral   5,"No, I've never used it",12.369,8.264
Very Inaccurate (1),No Engagement,No,2,2,77,Slightly Liberal,Neutral   5,"No, I've never used it",1.261,0
Very Inaccurate (1),No Engagement,No,3,2,78,Slightly Liberal,4,"Yes, somewhat experienced",2.587,4.147
Somewhat Inaccurate (2),No Engagement,No,3,2,79,Slightly Liberal,Neutral   5,"No, I've never used it",4.296,0
Very Accurate (5),Like,No,3,2,80,Prefer not to say,7,"No, I've never used it",4.751,14.968
Very Inaccurate (1),No Engagement,No,3,2,81,Very Liberal,Neutral   5,"Yes, somewhat experienced",7.001,0
Very Accurate (5),Reply,No,1,2,82,Very Conservative,6,"No, I've never used it",10.904,0
Very Accurate (5),No Engagement,No,2,2,83,Prefer not to say,Neutral   5,"No, I've never used it",50.969,50.499
Very Inaccurate (1),No Engagement,No,1,2,84,Very Liberal,6,"Yes, very experienced",0.844,1.373
Somewhat Accurate (4),External Share,No,1,2,85,Slightly Liberal,3,"No, I've never used it",16.909,0
Somewhat Accurate (4),Retweet,No,1,2,86,Slightly Liberal,6,"Yes, somewhat experienced",3.688,0
Somewhat Accurate (4),External Share,No,2,2,87,Very Liberal,7,"Yes, somewhat experienced",4.492,0
Very Inaccurate (1),No Engagement,No,2,2,88,Very Liberal,3,"Yes, somewhat experienced",4.355,0
Somewhat Inaccurate (2),No Engagement,No,1,2,89,Slightly Liberal,6,"No, I've never used it",19.253,5.855
Neither Accurate nor Inaccurate (3),Like,No,2,2,90,Slightly Liberal,2,"Yes, very experienced",3.873,0
Very Inaccurate (1),No Engagement,No,1,2,91,Slightly Conservative,2,"Yes, very experienced",10.007,0
Very Inaccurate (1),No Engagement,No,3,2,92,Slightly Conservative,Neutral   5,"Yes, very experienced",11.031,7.857
Very Accurate (5),No Engagement,No,1,2,93,Very Liberal,3,"No, I've never used it",11.585,50.145
Very Inaccurate (1),No Engagement,No,3,2,94,Prefer not to say,7,"Yes,  but I just started using it",10.333,0
Somewhat Inaccurate (2),No Engagement,No,1,2,95,Slightly Liberal,4,"Yes, somewhat experienced",10.303,4.969
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,96,Slightly Liberal,Neutral   5,"No, I've never used it",7.09,2.254
Somewhat Accurate (4),No Engagement,No,2,2,97,Very Conservative,Neutral   5,"Yes, somewhat experienced",22.094,24.641
Somewhat Accurate (4),Like,No,2,2,98,Very Liberal,7,"No, I've never used it",13.318,8.887
Somewhat Accurate (4),No Engagement,No,2,2,99,Very Liberal,Neutral   5,"No, I've never used it",9.154,0
Somewhat Inaccurate (2),No Engagement,No,2,2,100,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",3.152,0
Somewhat Inaccurate (2),No Engagement,No,3,2,101,Slightly Conservative,Untrustworthy 1,"Yes, somewhat experienced",7.164,3.103
Very Inaccurate (1),No Engagement,No,3,2,102,Slightly Liberal,Neutral   5,"No, I've never used it",3.216,1.038
Very Inaccurate (1),No Engagement,No,3,2,103,Slightly Liberal,3,"Yes, somewhat experienced",8.699,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,2,104,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",3.416,0
Neither Accurate nor Inaccurate (3),External Share,No,1,2,105,Slightly Liberal,Untrustworthy 1,"Yes, somewhat experienced",5.518,9.433
Somewhat Inaccurate (2),No Engagement,No,3,2,106,Very Liberal,7,"Yes, somewhat experienced",1.077,1.661
Very Accurate (5),Like,No,1,2,107,Slightly Liberal,7,"Yes, somewhat experienced",4.616,0
Somewhat Accurate (4),No Engagement,No,2,2,108,Slightly Conservative,6,"No, I've never used it",13.6,0.4
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,109,Prefer not to say,3,"No, I've never used it",26.79,25.752
Very Inaccurate (1),No Engagement,No,3,2,110,Very Liberal,8,"Yes, very experienced",6.928,1.687
Somewhat Inaccurate (2),No Engagement,No,3,2,111,Slightly Conservative,6,"Yes, somewhat experienced",4.779,0.744
Somewhat Accurate (4),Reply,No,2,2,112,Slightly Conservative,4,"Yes, somewhat experienced",5.65,0
Very Inaccurate (1),No Engagement,No,2,2,113,Very Conservative,Untrustworthy 1,"Yes, somewhat experienced",11.142,30.272
Somewhat Inaccurate (2),No Engagement,No,2,2,114,Slightly Liberal,7,"No, I've never used it",21.311,17.632
Very Inaccurate (1),No Engagement,No,3,2,115,Very Liberal,Neutral   5,"Yes,  but I just started using it",2.044,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,116,Slightly Liberal,Untrustworthy 1,"Yes, somewhat experienced",1.966,0
Very Inaccurate (1),No Engagement,No,3,2,117,Very Liberal,Neutral   5,"Yes, somewhat experienced",6.415,1.659
Very Inaccurate (1),No Engagement,No,1,2,118,Slightly Liberal,3,"Yes, somewhat experienced",6.018,6.441
Somewhat Inaccurate (2),No Engagement,No,2,2,119,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",3.603,0
Somewhat Inaccurate (2),No Engagement,No,1,2,120,Very Liberal,8,"Yes,  but I just started using it",19.921,11.454
Somewhat Inaccurate (2),No Engagement,No,1,2,121,Prefer not to say,Neutral   5,"Yes, somewhat experienced",8.241,0
Very Inaccurate (1),No Engagement,No,1,2,122,Slightly Liberal,7,"Yes, somewhat experienced",2.695,0
Somewhat Inaccurate (2),No Engagement,No,1,2,123,Very Liberal,Untrustworthy 1,"No, I've never used it",3.954,0
Very Inaccurate (1),No Engagement,No,2,2,124,Slightly Liberal,Untrustworthy 1,"No, I've never used it",11.765,5.052
Somewhat Inaccurate (2),No Engagement,No,2,2,125,Very Liberal,3,"Yes, somewhat experienced",2.96,0
Very Inaccurate (1),No Engagement,No,3,2,126,Slightly Liberal,9,"No, I've never used it",1.784,0
Very Inaccurate (1),No Engagement,No,1,2,127,Very Liberal,Neutral   5,"No, I've never used it",4.975,0
Somewhat Accurate (4),No Engagement,No,2,2,128,Very Liberal,Neutral   5,"Yes, somewhat experienced",24.811,2.769
Very Inaccurate (1),No Engagement,No,3,2,129,Very Liberal,6,"Yes, very experienced",9.723,10.882
Very Inaccurate (1),Reply,No,3,2,130,Slightly Liberal,Neutral   5,"No, I've never used it",8.454,0
Very Accurate (5),External Share,No,1,2,131,Very Conservative,4,"Yes, somewhat experienced",3.552,0.592
Very Inaccurate (1),No Engagement,No,3,2,132,Slightly Liberal,6,"Yes,  but I just started using it",4.584,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,133,Slightly Liberal,6,"Yes, somewhat experienced",13.462,3.745
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,134,Slightly Liberal,Neutral   5,"No, I've never used it",27.527,17.768
Very Inaccurate (1),No Engagement,No,3,2,135,Very Liberal,7,"No, I've never used it",9.867,0
Somewhat Accurate (4),Like,No,2,2,136,Slightly Liberal,Neutral   5,"Yes, very experienced",6.296,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,2,137,Slightly Liberal,3,"Yes, somewhat experienced",7.502,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,138,Slightly Conservative,4,"Yes, somewhat experienced",4.964,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,2,139,Slightly Liberal,6,"No, I've never used it",30.515,31.994
Somewhat Accurate (4),No Engagement,No,1,2,140,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",1.748,0
Somewhat Inaccurate (2),No Engagement,No,2,2,141,Slightly Conservative,Neutral   5,"Yes, very experienced",30.977,14.455
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,142,Slightly Conservative,Untrustworthy 1,"Yes, somewhat experienced",1.8,0
Very Inaccurate (1),No Engagement,No,3,2,143,Very Liberal,Neutral   5,"Yes, somewhat experienced",3.031,2.141
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,144,Slightly Liberal,Untrustworthy 1,"Yes, very experienced",17.749,6.619
Very Inaccurate (1),No Engagement,No,3,2,145,Very Liberal,3,"Yes, very experienced",3.91,3.45
Somewhat Inaccurate (2),No Engagement,No,2,2,146,Very Liberal,Neutral   5,"Yes, somewhat experienced",3.629,1.649
Somewhat Accurate (4),No Engagement,No,1,2,147,Slightly Conservative,Neutral   5,"Yes,  but I just started using it",10.313,8.719
Somewhat Inaccurate (2),No Engagement,No,1,2,148,Very Conservative,3,"Yes, somewhat experienced",4.263,4.724
Somewhat Accurate (4),No Engagement,No,1,2,149,Slightly Conservative,4,"No, I've never used it",3.361,0
Very Inaccurate (1),No Engagement,No,3,2,150,Very Liberal,Neutral   5,"Yes, somewhat experienced",1.566,0
Very Inaccurate (1),No Engagement,No,2,2,151,Prefer not to say,Neutral   5,"Yes, somewhat experienced",17.78,7.046
Very Inaccurate (1),No Engagement,No,2,2,152,Very Liberal,4,"Yes, very experienced",20.5,6.341
Somewhat Inaccurate (2),No Engagement,No,3,2,153,Slightly Conservative,Neutral   5,"Yes, very experienced",2.949,0
Somewhat Inaccurate (2),No Engagement,No,1,2,154,Very Liberal,Neutral   5,"No, I've never used it",16.48,3.33
Somewhat Accurate (4),Retweet,No,3,2,155,Slightly Conservative,6,"No, I've never used it",30.509,9.741
Somewhat Accurate (4),No Engagement,No,1,2,156,Slightly Conservative,4,"Yes,  but I just started using it",25.533,20
Very Inaccurate (1),No Engagement,No,2,2,157,Slightly Liberal,4,"Yes, somewhat experienced",9.642,0
Very Inaccurate (1),No Engagement,No,3,2,158,Prefer not to say,4,"No, I've never used it",3.457,0
